path,github_user,github_repo,latest_release,latest_commit,comitted_date
/nis/opt/wordhound,user:andreibuciulea,repo:2015-saro-pfinal,latest_release:n/a,latest_commit:4476967677986208dbfabdb95cffec1021e68e3a,committed_date:2015-05-24T21:03:23Z
/nis/opt/wordhound,user:hoself74,repo:controller-v1.5,latest_release:n/a,latest_commit:718c75f53e7697d9efb4c97ec5c7c10a80c534bf,committed_date:2016-01-13T17:21:14Z
/nis/opt/wordhound,user:your-jiseong,repo:agm_v1.0,latest_release:n/a,latest_commit:7daf4225d7f57d279ad491e293d604049f51c051,committed_date:2016-06-23T06:39:47Z
/nis/opt/wordhound,user:your-jiseong,repo:cm_v2.0,latest_release:n/a,latest_commit:b5ce28018dba273f90362e296bba78ff119d5650,committed_date:2016-07-13T15:43:39Z
/nis/opt/wordhound,user:your-jiseong,repo:dm_python_wrapper,latest_release:n/a,latest_commit:7de9abfad65bcfaaa03bd4b276ef26ef56640e44,committed_date:2016-06-24T07:47:43Z
/nis/opt/wordhound,user:your-jiseong,repo:tgm_python_wrapper,latest_release:n/a,latest_commit:fc7e9ea87ecd7679dfdb8dcac6a26194fa5a23f2,committed_date:2016-06-24T07:47:12Z
/nis/opt/wpscan,user:bitdice,repo:wpbox,latest_release:n/a,latest_commit:8274e2efe90ffa1bf0e6f56004fc8142ec7abdeb,committed_date:2016-11-24T18:00:45Z
/nis/opt/wpscan,user:delvelabs,repo:vane,latest_release:n/a,latest_commit:7e925d1d4467e53a0e1101864646b20943c5a737,committed_date:2017-05-24T17:10:06Z
/nis/opt/wpscan,user:droope,repo:droopescan____old,latest_release:n/a,latest_commit:89df3a5a03c9ec66df840d104f18fff3bb7a073c,committed_date:2014-05-11T10:14:46Z
/nis/opt/wpscan,user:ParrotSec,repo:wpscan,latest_release:n/a,latest_commit:f7d5047ff2af29c75357a9ddbd1e707dd409b3d7,committed_date:2017-02-19T02:40:32Z
/nis/opt/wpscan,user:toddsiegel,repo:spscan,latest_release:n/a,latest_commit:fe8b3075865b3e00831de0bde6f92d1a219b64d4,committed_date:2013-10-03T20:05:18Z
/nis/opt/wpscan,user:ValkyrieUK,repo:WP-Scan,latest_release:n/a,latest_commit:5c0c4d7aa4a8b7c5a80c026ae6ecceb776383c10,committed_date:2014-10-08T12:55:05Z
/nis/opt/wpscan,user:wpscanteam,repo:wpscan,latest_release:2.9.2,released_date:2016-11-15T19:53:14Z,latest_commit:d65567fc8f17063f49053b95836516b9e240f87f,committed_date:2017-05-02T14:13:54Z
/usr/local/go,user:breezechen,repo:golang,latest_release:n/a,latest_commit:c1ade073290197d0d7d1baf38704ebcf50e2c94e,committed_date:2014-11-17T03:41:18Z
/usr/local/go,user:bsed,repo:go-zh,latest_release:n/a,latest_commit:1b0e138c5300dbf280dba2e2c9f4e43ec50c7d51,committed_date:2014-12-06T02:33:07Z
/usr/local/go,user:cls1991,repo:go,latest_release:n/a,latest_commit:57937c7a21e3e0034626a708e50b81634eecdfee,committed_date:2015-12-07T06:47:42Z
/usr/local/go,user:kongcup,repo:mygo,latest_release:release-branch.go1.4,released_date:2015-11-09T07:52:32Z,latest_commit:7a5ee7f8d073c4b60097ad8864900ab823ab8267,committed_date:2015-11-09T07:07:19Z
/usr/local/go,user:minux,repo:go-windows,latest_release:n/a,latest_commit:3eb84c8908dbe585ef156c8a3bad83ca7f4da288,committed_date:2015-03-13T05:22:55Z
/usr/local/go,user:wesolows,repo:golang-old,latest_release:n/a,latest_commit:e9ddc3a42ce2bc0ca0a46795d1ec054057281e29,committed_date:2014-11-25T05:53:47Z
/usr/share/gcc-6,user:gnusi,repo:gdbconfig,latest_release:n/a,latest_commit:8a492a19e4d1bd6838bb1c0e1cf5e769379cbf77,committed_date:2016-10-29T12:44:44Z
/usr/share/gcc-6,user:mmccoo,repo:landfinder,latest_release:n/a,latest_commit:8b0afcbb31fcb5e33c57d304b375938ccd1e311a,committed_date:2015-03-01T22:43:57Z
