/opt/recon-ng,user:captainhooligan,repo:recon-ng,latest_release:n/a,latest_commit:30e1c3fb75b8c1e5cd44099f2dc4e2914abd822e,committed_date:2017-04-15T19:21:26Z
/opt/recon-ng,user:grmpyninja,repo:recon-ng,latest_release:n/a,latest_commit:7723096ce2301092906838ef73564e7907886748,committed_date:2016-10-22T02:32:50Z
/opt/recon-ng,user:Hehe-Zhc,repo:recon-ng,latest_release:n/a,latest_commit:ba3c0a0a664620fa3ea7d9bb34058522ae8954c9,committed_date:2016-01-15T17:33:42Z
/opt/recon-ng,
/opt/recon-ng,
/opt/Responder,user:Exploit-install,repo:Responder,latest_release:n/a,latest_commit:0d441d1899053fde6792288fc83be0c883df19f0,committed_date:2017-01-03T20:40:38Z
/opt/Responder,
/opt/Responder,user:nikamajinkya,repo:Rexponder,latest_release:n/a,latest_commit:393e5dba54788a3c891815fc448a9c540c328ad1,committed_date:2016-08-02T11:35:24Z
/opt/Responder,user:SpiderLabs,repo:Responder,latest_release:n/a,latest_commit:0bdc183093f359054d7a8dd4a6d478e101a5b66f,committed_date:2016-08-25T14:51:33Z
/opt/Responder,
/opt/SecLists,
/opt/SecLists,user:gwen001,repo:SecLists,latest_release:n/a,latest_commit:2e88ac68329899a21aff98d3eae538ea270e9d82,committed_date:2017-04-20T05:06:04Z
/opt/SecLists,user:jas502n,repo:fuzz-wooyun-org,latest_release:n/a,latest_commit:8561b12e22892bd0c8457d9a2527036e3326bc49,committed_date:2017-02-27T17:01:43Z
/opt/SecLists,user:xinali,repo:wooyun,latest_release:n/a,latest_commit:cfb289a839b1a8782f166d2fa4b081c74cdb3abc,committed_date:2017-03-08T06:08:56Z
/opt/smbexec,user:brav0hax,repo:smbexec,latest_release:Machiavellian,released_date:2015-06-19T23:09:19Z,latest_commit:a54fc1442f43f436d4966088a981cf8a188ea476,committed_date:2015-06-22T04:17:59Z
/opt/smbexec,user:jhart1992,repo:smbexec,latest_release:n/a,latest_commit:a54fc1442f43f436d4966088a981cf8a188ea476,committed_date:2015-06-22T04:17:59Z
/opt/smbexec,user:Mavni,repo:Pentesting,latest_release:n/a,latest_commit:782761611a91d3d7141f9753f70d8084642038c4,committed_date:2014-11-19T22:10:54Z
/opt/smbexec,user:pentestgeek,repo:smbexec,latest_release:n/a,latest_commit:782761611a91d3d7141f9753f70d8084642038c4,committed_date:2014-11-19T22:10:54Z
/opt/smbexec,user:stephiprec,repo:iprec,latest_release:n/a,latest_commit:a54fc1442f43f436d4966088a981cf8a188ea476,committed_date:2015-06-22T04:17:59Z
/opt/sqlmap,user:ChengWiLL,repo:autoinjection,latest_release:n/a,latest_commit:b357baaac96b90628c0218b9b5b2760b0e041682,committed_date:2017-05-05T10:53:22Z
/opt/sqlmap,user:copperfieldd,repo:-,latest_release:n/a,latest_commit:2ed144ec85ce7f7dd5a60baaa41efc8473861535,committed_date:2017-02-16T14:52:07Z
/opt/sqlmap,user:copperfieldd,repo:sqlmap,latest_release:n/a,latest_commit:9acf122ba60530dc71c32215bff849297ccb5b95,committed_date:2017-02-16T15:56:54Z
/opt/sqlmap,
/opt/sqlmap,user:HackingLab,repo:Termite-sqlmap,latest_release:n/a,latest_commit:18fbad7553c28fee636b33742b9655cf153fe0e3,committed_date:2016-03-15T07:09:25Z
/opt/sqlmap,user:hamed720,repo:hacking,latest_release:n/a,latest_commit:46736cac7bfc02459ea44cda27d274bd0a912622,committed_date:2016-06-10T16:41:41Z
/opt/sqlmap,user:happytime111,repo:sqlmap1,latest_release:n/a,latest_commit:e7aaea2b8eac8680a737416b5df059a4ac9a4630,committed_date:2016-05-17T12:10:49Z
/opt/sqlmap,user:huynhthai264,repo:sql2,latest_release:n/a,latest_commit:2e62fda57db9e0fd22205562d9cc5a7d2df2bc06,committed_date:2016-09-02T13:55:33Z
/opt/sqlmap,user:Izib,repo:webaudit,latest_release:n/a,latest_commit:7fb74d6b2c24a180558ca4b742e42deb92ea5b53,committed_date:2015-02-05T12:00:39Z
/opt/sqlmap,user:JustF0rWork,repo:sqlmap,latest_release:n/a,latest_commit:a1686b2cb655a28ba168417f60d99067f11ae8c1,committed_date:2016-01-25T02:46:08Z
/opt/sqlmap,user:kimjoseph95,repo:sqlmap-injection,latest_release:n/a,latest_commit:e519484230149f2ddbe5c54245b199e6041ad298,committed_date:2016-09-19T13:51:28Z
/opt/sqlmap,user:moonsea,repo:injection,latest_release:n/a,latest_commit:a9d527f0f0453d7c22f8d55001f2c26cae1b0255,committed_date:2015-06-05T08:42:09Z
/opt/sqlmap,user:moonsea,repo:testcases_mutation,latest_release:n/a,latest_commit:7befa5b8726cbb7476ce8ebffdf8ca1df1fca0b0,committed_date:2015-12-29T07:03:48Z
/opt/sqlmap,user:nookery,repo:manual_python_sqlmap,latest_release:n/a,latest_commit:3f985fb95f6da22f737f32338ca885625d5d8477,committed_date:2015-01-14T02:56:41Z
/opt/sqlmap,user:origingod,repo:sqlmap-eventlet,latest_release:n/a,latest_commit:ff00f562410303d3b5846a48d6872d2d0b7e8072,committed_date:2014-01-11T07:54:50Z
/opt/sqlmap,user:sqlmapproject,repo:sqlmap,latest_release:1.1,released_date:2017-04-07T13:44:27Z,latest_commit:d3a08a2d227b6aa95fd16e1bf58ba1869aa50001,committed_date:2017-05-07T21:12:42Z
/opt/sqlmap,user:whxloveyrh,repo:sqlmap,latest_release:n/a,latest_commit:3c48993371a137935b294673b3c830243c2ff297,committed_date:2016-08-19T13:43:52Z
/opt/the-backdoor-factory,user:backdoorfactory,repo:backdoor-factory,latest_release:n/a,latest_commit:ed75dc371c8d3485c4f93868e751529f54e1c35d,committed_date:2016-08-17T17:28:04Z
